no,indikator_utama,hasil_2025,target_2026,catatan_lhe,rencana_aksi_desc,satuan,indikator_output,tw1,tw2,tw3,tw4,target_total,anggaran,keterangan,pic_koordinator,pic_pelaksana,kategori_tematik
Direktorat Statistik Jasa,1.0,Peningkatan Investasi,"Data Produk Domestik Bruto (PDB) memiliki peran  dalam mendukung peningkatan investasi. Melalui data PDB, investor dapat menilai besarnya pasar, laju pertumbuhan ekonomi, serta sektor-sektor usaha yang memiliki potensi berkembang. Informasi ini membantu pemerintah dalam penciptaan iklim investasi yang kondusif serta mengidentifikasi wilayah atau sektor yang masih membutuhkan dorongan investasi.",Supporting data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan.,Tersedianya data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia tepat waktu.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia secara triwulanan.,Pengiriman data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan ke Direktorat Neraca Produksi dan Direktorat Neraca Pengeluaran.,,File,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang dikirim ke Direktorat Neraca Produksi dan Direktorat Neraca Pengeluaran.,1,2,3,4,-,RB Tematik 2. Investasi_
Direktorat Statistik Sumber Daya Hayati,3.0,Peningkatan Investasi,Dibutuhkannya ketersediaan data untuk penyusunan komponen Pembentukan Modal Tetap Bruto (PMTB) khususnya subkomponen Cultivated Biological Resource (CBR) untuk menghitung realisasi investasi dalam PDB,Supporting data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan untuk penyusunan PMTB subkomponen CBR Triwulanan,Tersedianya data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan untuk penyusunan PMTB subkomponen CBR Triwulanan,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan yang tersedia tepat waktu,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan selama 4 triwulan,Pengiriman Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan ke Direktorat Neraca Pengeluaran,,Laporan Pengiriman Data,Laporan Pengiriman Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan ke Direktorat Neraca Pengeluaran,1,2,3,4,,RB Tematik 2. Investasi_
Direktorat Sistem Informasi Statistik,2.0,Peningkatan Investasi,Dibutuhkannya dukungan FASIH dalam pelaksanaan Pendataan Lengkap SE2026 dengan teknologi digital,Pelaksanaan Pendataan Lengkap SE2026 Multimoda,Tersedianya data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi yang dihasilkan selama periode Pendataan Lengkap SE2026 menggunakan FASIH,Identifikasi kebutuhan,,Laporan,Laporan identifikasi kebutuhan FASIH untuk SE2026 dari PJK tersedia secara lengkap,0,0,0,1,,RB Tematik 2. Investasi_
Direktorat Metodologi Statistik dan Sains Data,2.0,Peningkatan Investasi,"KBLI 2025 menjadi kunci layanan perizinan berusaha melalui sistem Online Single Submission (OSS) dan dasar penetapan daftar prioritas investasi. Dalam implementasinya, masih ditemukan rendahnya pemahaman dan kemampuan pelaku usaha serta Kementerian/Lembaga/Daerah/Instansi (K/L/D/I) dalam mengimplementasikan Klasifikasi Baku Lapangan Usaha Indonesia (KBLI) secara tepat dalam proses perizinan berusaha yang menyebabkan terjadinya ketidaksesuaian klasifikasi, keterlambatan pengurusan izin, serta ketidakpastian hukum bagi investor. Meskipun saat ini sudah disusun KBLI 2025 yang lebih komprehensif dan responsif terhadap perkembangan usaha, harmonisasi antar sektor dan penyeragaman pemahaman konsep-konsep yang baru masih menjadi tantangan utama dalam pemrosesan perizinan, yang dikhawatirkan dapat menurunkan efektivitas pelayanan publik di bidang investasi jika tidak dilakukan. Oleh karena itu, pembinaan dan asistensi secara sistematis diperlukan untuk memastikan perluasan pemanfaatan KBLI yang baru dan terwujudnya harmonisasi klasifikasi dalam sistem perizinan nasional.",Pelayanan asistensi bagi pelaku usaha dalam  penentuan klasifikasi jenis kegiatan usaha/bisnis menurut KBLI 2025,Inovasi penyediaan layanan pendampingan bagi investor/pelaku usaha,Meningkatnya jumlah asistensi kepada masyarakat dan K/L/D/I untuk mengimplementasikan KBLI dalam pengajuan perizinian usaha,Peningkatan 10 % dari tahun 2025,Pembinaan klasifikasi kepada masyarakat maupun K/L/D/I dalam implementasi KBLI untuk perizinan usaha,Sumber Daya Manusia (SDM),Laporan,Laporan asistensi untuk mengimplementasikan KBLI dalam pengajuan perizinian usaha,,,,,,RB Tematik 2. Investasi_
1,1.0,1,1,1,1,1,1,1,1,1,1,,,,,,RB Tematik 2. Investasi_
renaksi dari PJK,1.0,1,1,1,Sasaran Tematik Investasi,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Penyederhanaan proses perizinan investasi pusat dan daerah,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Penguatan pelayanan publik melalui pengembangan digitalisasi pelayanan publik terpadu,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,"Peningkatan transparansi, akuntabilitas, dan pengawasan proses perizinan",,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Inovasi penyediaan layanan pendampingan bagi investor,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Pemberian insentif yang mendorong peningkatan investasi di sektor-sektor prioritas,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Penguatan SDM pelayanan perizinan dan pengawasan investasi,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Aspek Pemenuhan,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Perencanaan dan Penganggaran,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Proses bisnis & SOP,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Sumber Daya Manusia (SDM),,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Pengawasan,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Teknologi Informasi,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Inovasi,,,,,,,,,,,,RB Tematik 2. Investasi_
hasil riviu awal renaksi,1.0,1,1,1,Kolaborasi Pentahelix,,,,,,,,,,,,RB Tematik 2. Investasi_
Direktorat Neraca Pengeluaran,1,Peningkatan Kualitas dan Akses Layanan Kesehatan,"Pengambilan keputusan dalam pengelolaan pembiayaan layanan kesehatan masih belum sepenuhnya berbasis data yang akurat dan terkini. Pengeluaran kesehatan yang dapat dibiayai oleh rumah tangga sebagai bagian dari sektor privat maupun oleh pemerintah sebagai bagian dari sektor publik belum terpetakan secara komprehensif menurut kelompok usia dan generasi. Besarnya pengeluaran ini dipengaruhi oleh komposisi penduduk menurut usia, yang umumnya relatif tinggi pada awal kehidupan dan kembali meningkat pada usia lanjut.

Distribusi pengeluaran kesehatan antar generasi atau kelompok usia menjadi penting untuk dianalisis guna mengetahui kelompok yang membutuhkan pembiayaan kesehatan serta mekanisme pembiayaan yang mendukungnya.",Penyusunan statistik eksperimental Neraca Transfer Nasional (National Transfer Accounts/NTA) 2024,Terwujudnya data dan laporan statistik eksperimental Neraca Transfer Nasional (National Transfer Accounts/NTA) 2024 sebagai landasan analisis distribusi pengeluaran kesehatan antar generasi dan kelompok usia.,Publikasi,"3 (set tabel, laporan, buklet)","Penyusunan neraca, laporan, dan buklet Neraca Transfer Nasional  (National Transfer Accounts/NTA) 2024","Penguatan pengambilan keputusan berbasis data untuk
peningkatan mutu layanan",Publikasi,"3 (set tabel, laporan, buklet)",0,1,0,0, ,RB Tematik 4. Kesehatan_
Direktorat Statistik Kependudukan dan Tenaga Kerja,2,Peningkatan Kualitas dan Akses Layanan Kesehatan,"Tantangan utama dalam penyusunan indikator hasil Small Area Estimation terkait fertilitas dan mortalitas yaitu bagaimana prosedur menentukan bahwa indikator yang dihasilkan dari pemodelan sejalan dengan indikator-indikator yang lain/ data-data administrasi relevan baik pada level provinsi maupun kabupaten/kota. Selain itu, penentuan auxiliary variables dalam pemodelan juga menjadi langkah penting yang memengaruhi indikator yang diestimasi sehingga dapat mempengaruhi pengambilan keputusan berbasis data dalam upaya peningkatan kualitas dan akses layanan kesehatan.",Implementasi framework SAE pada penyediaan lima indikator demografi untuk mendukung pencapaian SDGs,"Terlaksananya serangkaian kegiatan dan penyediaan laporan estimasi lima indikator fertilitas dan mortalitas hasil SAE yang komprehensif, akurat, dan terperinci hingga level kabupaten/kota sebagai landasan analisis demografi untuk mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan, guna mendukung pencapaian target SDGs bidang kesehatan secara merata dan berkelanjutan di seluruh wilayah Indonesia.",Laporan hasil penghitungan lima indikator fertilitas dan mortalitas hasil SAE,1,"1. Tinjauan literatur dan kajian metodologi SAE;
2. Evaluasi dan pengumpulan sumber data yang akan digunakan, mencakup data survei, sensus, maupun data administrasi relevan pada level provinsi dan kabupaten/kota;
3. Pemodelan
4. Evaluasi
5. Analisis hasil","Penguatan pengambilan keputusan berbasis data untuk
peningkatan mutu layanan",Laporan SAE lima indikator,"1. MMR
2. NMR
3. CPR
4. Unmet need
5. ASFR 10-14",1,1,0,0, ,RB Tematik 4. Kesehatan_
Direktorat Statistik Kesejahteraan Rakyat,5,Peningkatan Kualitas dan Akses Layanan Kesehatan,"Belum tersedianya data kesehatan yang aktual dan komprehensif sebagai dasar perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan. Kebutuhan akan data kesehatan yang akurat, terkini, dan terintegrasi semakin mendesak seiring dengan upaya pemerintah dalam mempercepat pemerataan akses dan mutu layanan kesehatan di seluruh wilayah Indonesia. Keterbatasan ketersediaan data kesehatan yang teraktual menghambat pengambilan keputusan berbasis data perumusan kebijakan pembangunan kesehatan nasional yang tepat sasaran.",Survei Sosial Ekonomi Nasional (Susenas),"Terwujudnya data dan analisis indikator kesehatan hasil Susenas yang teraktual, komprehensif, dan terintregasi sebagai landasan pengukuran capaian pembangunan kesehatan nasional, guna mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan.",Jumlah set data dan analisis indikator kesehatan,1,Melakukan Penyusunan publikasi statistik kesehatan hasil Susenas 2025,"Penguatan pengambilan keputusan berbasis data untuk
peningkatan mutu layanan","Buku



Publikasi", ,0,0,0,1, ,RB Tematik 4. Kesehatan_
Direktorat Statistik Kesejahteraan Rakyat,6,Peningkatan Kualitas dan Akses Layanan Kesehatan,Diperlukannya identifikasi indikator-indikator kesehatan untuk perumusan kebijakan pada program pembangunan nasional pencegahan dan penurunan TBC dan Stunting. ,Penyusunan Daftar Kebutuhan Data Indikator- Indikator Kesehatan TBC dan Stunting melalui Koordinasi Lintas Kementerian/Lembaga,"Terwujudnya hasil identifikasi indikator-indikator kesehatan pencegahan dan penanganan TBC dan Stunting yang komprehensif dan terintragasi lintas kementerian/lembaga guna mendukung perumusan kebijakan program pembangunan nasional pencegahan dan penurunan TBC dan Stunting yang berbasis data, tepat sasaran, dan berkelanjutan di seluruh wilayah Indonesia.",Daftar data yang dibutuhkan untuk pencegahan dan penanganan TBC dan Stunting,100,"1. Pelaksanaan koordinasi dan konsultasi dengan Kementerian Kesehatan, Kemenko PMK, dan K/L terkait lainnya dalam rangka penyelarasan kebutuhan data indikator TBC dan Stunting
2. Penyusunan daftar indikator kesehatan prioritas yang dibutuhkan untuk pencegahan dan penanganan TBC dan Stunting berdasarkan hasil koordinasi lintas K/L","1. Penguatan pengambilan keputusan berbasis data untuk
peningkatan mutu layanan

2. Penguatan interoperabilitas data kesehatan antar unit layanan dan
antar tingkatan pemerintahan.",Persen,Persentase kegiatan koordinasi dalam rangka identifikasi kebutuhan data untuk pencegahan dan penanganan TBC dan Stunting,0,0,0.3,1,"0,-",RB Tematik 4. Kesehatan_
Direktorat Statistik Kesejahteraan Rakyat,7,Peningkatan Kualitas dan Akses Layanan Kesehatan,"Belum terpadunya data tenaga kesehatan dengan informasi sosial ekonomi lainnya seperti data perumahan dan status ekonomi secara komprehensif dan terintegrasi. Keterbatasan keterpaduan data ini menyebabkan sulitnya pemetaan kondisi sosial ekonomi tenaga kesehatan secara menyeluruh, sehingga menghambat perumusan kebijakan pemerataan dan peningkatan kesejahteraan tenaga kesehatan yang tepat sasaran, khususnya bagi tenaga kesehatan yang membutuhkan dukungan pembiayaan dan fasilitas perumahan.",DTSEN,Terwujudnya pemadanan data tenaga kesehatan dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif dan terintegrasi sebagai landasan pemetaan kondisi sosial ekonomi tenaga kesehatan nasional,Data tenaga kesehatan yang mendapatkan bantuan perumahan,1,"1. Pelaksanaan pemadanan (matching) data tenaga kesehatan dengan data DTSEN mencakup informasi perumahan dan status ekonomi
2. Penyusunan laporan hasil pemadanan data tenaga kesehatan dengan DTSEN sebagai bahan perumusan kebijakan kesejahteraan tenaga kesehatan berbasis data","1. Penguatan interoperabilitas data kesehatan antar unit layanan dan antar tingkatan pemerintahan

2.Penguatan pengambilan keputusan berbasis data untuk peningkatan mutu layanan",laporan/data,Data tenaga kesehatan yang mendapatkan bantuan perumahan,0,1,1,1,"0,-",RB Tematik 4. Kesehatan_
Direktorat Statistik Kesejahteraan Rakyat,8,Peningkatan Kualitas dan Akses Layanan Kesehatan,Belum terpadunya data JKN dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif sebagai dasar mendukung program Universal Health Coverage (UHC). ,DTSEN,"Tersedianya data JKN yang terpadu dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif, termutakhir, dan terintegrasi sebagai landasan analisis cakupan jaminan kesehatan nasional, guna mendukung perumusan kebijakan perluasan program Universal Health Coverage (UHC) yang merata, berbasis bukti, dan tepat sasaran.",Data JKN (BPJS) dengan indikator sosek,1,"Pelaksanaan pemadanan (matching) data JKN dengan DTSEN beserta indikator sosial ekonomi terkait dan
Pemutakhiran hasil pemadanan data JKN dengan DTSEN secara berkala.","1. Penguatan interoperabilitas data kesehatan antar unit layanan dan antar tingkatan pemerintahan

2.Penguatan pengambilan keputusan berbasis data untuk peningkatan mutu layanan",Data,Data JKN yang terpadu dengan DTSEN,0,0,0,1,"0,-",RB Tematik 4. Kesehatan_
,,,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik",Peningkatan akses data-data melalui digitalisasi dan aksesibilitas data atau indikator yang dihasilkan BPS,Terlaksananya diseminasi data pendidikan secara berkelanjutan melalui Website BPS,Persentase pelaksanaan diseminasi data pendidikan melalui Website BPS,100 persen,Melakukan diseminasi data pendidikan pada website BPS sesuai jadwal rilis yang ditetapkan,Persentase,Persentase pelaksanaan diseminasi data pendidikan pada website BPS sesuai jadwal rilis yang ditetapkan,0,0,0,100,-,"Ida Fariana
081217612193",RB Tematik 6. Pendidikan_
