no,rencana_aksi_desc,satuan,indikator_output,kategori_tematik,periode_tw,target_penyelesaian
 ,Direktorat Statistik Kependudukan dan Tenaga Kerja,DTSEN dengan Kementerian/Lembaga,"Terlaksananya dukungan penyediaan data untuk pemadanan data DTSEN yang berasal dari data Statistik Kependudukan dan Ketenagakerjaan, misalnya dari KL:
 1) Kementerian dalam negeri, dirjen Dukcapil
 2) BPIP
 3) Kementerian Ketenagakerjaan
 4) KP2MI
 5) Kementerian luar negeri
 6) Kemendukbangga/BKKBN",RB Tematik 1. Kemiskinan_,tw4,Dokumen gambaran hasil pemadanan
 ,Direktorat Statistik Kesejahteraan Rakyat,DTSEN,Terselenggaranya penerima bantuan sosial PKH dan Sembako yang dipadankan dengan DTSEN,RB Tematik 1. Kemiskinan_,tw4,laporan/data
 ,Direktorat Statistik Ketahanan Sosial,Penyediaan Instrumen Pendataan Lengkap Sosial Ekonomi Keluarga melalui Sensus Ekonomi 2026 (SE2026),"Tersedianya kuesioner, buku pedoman, dan bahan ajar terkait pemutakhiran variabel sosial ekonomi melalui SE2026",RB Tematik 1. Kemiskinan_,tw4,dokumen
 ,Direktorat Statistik Sumber Daya Hayati,"Pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) dengan Data Tunggal Sosial Ekonomi Nasional (DTSEN)","Tersedianya DTSEN yang mutakhir melalui pemadanan data Usaha Pertanian Perorangan (UTP) Subsektor Tanaman Pangan, Hortikultura, dan Perkebunan Hasil Sensus Pertanian 2023 (ST2023) dan Survei Ekonomi Pertanian 2024 (SEP 2024) untuk mendukung pengentasan kemiskinan",RB Tematik 1. Kemiskinan_,tw4,Laporan
 ,Direktorat Neraca Produksi,Penyusunan publikasi Produk Domestik Bruto (PDB) tahunan ,Tersedianya data Produk Domestik Bruto untuk data dukung dalam mengevaluasi dampak pembangunan terhadap pengentasan kemiskinan,RB Tematik 1. Kemiskinan_,tw4,Laporan
1,1,1,1,RB Tematik 2. Investasi_,tw1,1
1,1,1,1,RB Tematik 2. Investasi_,tw2,1
1,1,1,1,RB Tematik 2. Investasi_,tw3,1
1,1,1,1,RB Tematik 2. Investasi_,tw4,1
Direktorat Metodologi Statistik dan Sains Data,Inovasi penyediaan layanan pendampingan bagi investor/pelaku usaha,Meningkatnya jumlah asistensi kepada masyarakat dan K/L/D/I untuk mengimplementasikan KBLI dalam pengajuan perizinian usaha,Peningkatan 10 % dari tahun 2025,RB Tematik 2. Investasi_,tw1,Pembinaan klasifikasi kepada masyarakat maupun K/L/D/I dalam implementasi KBLI untuk perizinan usaha
Direktorat Metodologi Statistik dan Sains Data,Inovasi penyediaan layanan pendampingan bagi investor/pelaku usaha,Meningkatnya jumlah asistensi kepada masyarakat dan K/L/D/I untuk mengimplementasikan KBLI dalam pengajuan perizinian usaha,Peningkatan 10 % dari tahun 2025,RB Tematik 2. Investasi_,tw2,Sumber Daya Manusia (SDM)
Direktorat Metodologi Statistik dan Sains Data,Inovasi penyediaan layanan pendampingan bagi investor/pelaku usaha,Meningkatnya jumlah asistensi kepada masyarakat dan K/L/D/I untuk mengimplementasikan KBLI dalam pengajuan perizinian usaha,Peningkatan 10 % dari tahun 2025,RB Tematik 2. Investasi_,tw3,Laporan
Direktorat Metodologi Statistik dan Sains Data,Inovasi penyediaan layanan pendampingan bagi investor/pelaku usaha,Meningkatnya jumlah asistensi kepada masyarakat dan K/L/D/I untuk mengimplementasikan KBLI dalam pengajuan perizinian usaha,Peningkatan 10 % dari tahun 2025,RB Tematik 2. Investasi_,tw4,Laporan asistensi untuk mengimplementasikan KBLI dalam pengajuan perizinian usaha
Direktorat Sistem Informasi Statistik,Tersedianya data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi yang dihasilkan selama periode Pendataan Lengkap SE2026 menggunakan FASIH,RB Tematik 2. Investasi_,tw1,Identifikasi kebutuhan
Direktorat Sistem Informasi Statistik,Tersedianya data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi yang dihasilkan selama periode Pendataan Lengkap SE2026 menggunakan FASIH,RB Tematik 2. Investasi_,tw2,
Direktorat Sistem Informasi Statistik,Tersedianya data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi yang dihasilkan selama periode Pendataan Lengkap SE2026 menggunakan FASIH,RB Tematik 2. Investasi_,tw3,Laporan
Direktorat Sistem Informasi Statistik,Tersedianya data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi nasional hasil Pendataan Lengkap SE2026 dengan dukungan sistem pengumpulan data multimoda,Data dan indikator ekonomi yang dihasilkan selama periode Pendataan Lengkap SE2026 menggunakan FASIH,RB Tematik 2. Investasi_,tw4,Laporan identifikasi kebutuhan FASIH untuk SE2026 dari PJK tersedia secara lengkap
Direktorat Statistik Jasa,Tersedianya data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia tepat waktu.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia secara triwulanan.,RB Tematik 2. Investasi_,tw1,Pengiriman data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan ke Direktorat Neraca Produksi dan Direktorat Neraca Pengeluaran.
Direktorat Statistik Jasa,Tersedianya data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia tepat waktu.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia secara triwulanan.,RB Tematik 2. Investasi_,tw2,
Direktorat Statistik Jasa,Tersedianya data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia tepat waktu.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia secara triwulanan.,RB Tematik 2. Investasi_,tw3,File
Direktorat Statistik Jasa,Tersedianya data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia tepat waktu.,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang tersedia secara triwulanan.,RB Tematik 2. Investasi_,tw4,Data dan fenomena  statistik jasa untuk penyusunan bahan rilis PDB triwulanan yang dikirim ke Direktorat Neraca Produksi dan Direktorat Neraca Pengeluaran.
Direktorat Statistik Sumber Daya Hayati,Tersedianya data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan untuk penyusunan PMTB subkomponen CBR Triwulanan,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan yang tersedia tepat waktu,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan selama 4 triwulan,RB Tematik 2. Investasi_,tw1,Pengiriman Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan ke Direktorat Neraca Pengeluaran
Direktorat Statistik Sumber Daya Hayati,Tersedianya data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan untuk penyusunan PMTB subkomponen CBR Triwulanan,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan yang tersedia tepat waktu,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan selama 4 triwulan,RB Tematik 2. Investasi_,tw2,
Direktorat Statistik Sumber Daya Hayati,Tersedianya data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan untuk penyusunan PMTB subkomponen CBR Triwulanan,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan yang tersedia tepat waktu,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan selama 4 triwulan,RB Tematik 2. Investasi_,tw3,Laporan Pengiriman Data
Direktorat Statistik Sumber Daya Hayati,Tersedianya data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan untuk penyusunan PMTB subkomponen CBR Triwulanan,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan yang tersedia tepat waktu,Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan selama 4 triwulan,RB Tematik 2. Investasi_,tw4,Laporan Pengiriman Data Tanaman Belum Menghasilkan (TBM) pada Komoditas Hortikultura dan Perkebunan Tahunan secara triwulanan ke Direktorat Neraca Pengeluaran
hasil riviu awal renaksi,Penyederhanaan proses perizinan investasi pusat dan daerah,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Penguatan pelayanan publik melalui pengembangan digitalisasi pelayanan publik terpadu,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,"Peningkatan transparansi, akuntabilitas, dan pengawasan proses perizinan",,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Inovasi penyediaan layanan pendampingan bagi investor,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Pemberian insentif yang mendorong peningkatan investasi di sektor-sektor prioritas,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Penguatan SDM pelayanan perizinan dan pengawasan investasi,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Aspek Pemenuhan,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Perencanaan dan Penganggaran,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Proses bisnis & SOP,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Sumber Daya Manusia (SDM),,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Pengawasan,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Teknologi Informasi,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Inovasi,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Kolaborasi Pentahelix,,,RB Tematik 2. Investasi_,tw1,
hasil riviu awal renaksi,Penyederhanaan proses perizinan investasi pusat dan daerah,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Penguatan pelayanan publik melalui pengembangan digitalisasi pelayanan publik terpadu,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,"Peningkatan transparansi, akuntabilitas, dan pengawasan proses perizinan",,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Inovasi penyediaan layanan pendampingan bagi investor,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Pemberian insentif yang mendorong peningkatan investasi di sektor-sektor prioritas,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Penguatan SDM pelayanan perizinan dan pengawasan investasi,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Aspek Pemenuhan,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Perencanaan dan Penganggaran,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Proses bisnis & SOP,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Sumber Daya Manusia (SDM),,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Pengawasan,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Teknologi Informasi,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Inovasi,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Kolaborasi Pentahelix,,,RB Tematik 2. Investasi_,tw2,
hasil riviu awal renaksi,Penyederhanaan proses perizinan investasi pusat dan daerah,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Penguatan pelayanan publik melalui pengembangan digitalisasi pelayanan publik terpadu,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,"Peningkatan transparansi, akuntabilitas, dan pengawasan proses perizinan",,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Inovasi penyediaan layanan pendampingan bagi investor,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Pemberian insentif yang mendorong peningkatan investasi di sektor-sektor prioritas,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Penguatan SDM pelayanan perizinan dan pengawasan investasi,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Aspek Pemenuhan,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Perencanaan dan Penganggaran,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Proses bisnis & SOP,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Sumber Daya Manusia (SDM),,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Pengawasan,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Teknologi Informasi,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Inovasi,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Kolaborasi Pentahelix,,,RB Tematik 2. Investasi_,tw3,
hasil riviu awal renaksi,Penyederhanaan proses perizinan investasi pusat dan daerah,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Penguatan pelayanan publik melalui pengembangan digitalisasi pelayanan publik terpadu,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,"Peningkatan transparansi, akuntabilitas, dan pengawasan proses perizinan",,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Inovasi penyediaan layanan pendampingan bagi investor,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Pemberian insentif yang mendorong peningkatan investasi di sektor-sektor prioritas,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Penguatan SDM pelayanan perizinan dan pengawasan investasi,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Aspek Pemenuhan,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Perencanaan dan Penganggaran,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Proses bisnis & SOP,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Sumber Daya Manusia (SDM),,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Pengawasan,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Teknologi Informasi,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Inovasi,,,RB Tematik 2. Investasi_,tw4,
hasil riviu awal renaksi,Kolaborasi Pentahelix,,,RB Tematik 2. Investasi_,tw4,
renaksi dari PJK,Sasaran Tematik Investasi,,,RB Tematik 2. Investasi_,tw1,
renaksi dari PJK,Sasaran Tematik Investasi,,,RB Tematik 2. Investasi_,tw2,
renaksi dari PJK,Sasaran Tematik Investasi,,,RB Tematik 2. Investasi_,tw3,
renaksi dari PJK,Sasaran Tematik Investasi,,,RB Tematik 2. Investasi_,tw4,
Direktorat Neraca Pengeluaran,Terwujudnya data dan laporan statistik eksperimental Neraca Transfer Nasional (National Transfer Accounts/NTA) 2024 sebagai landasan analisis distribusi pengeluaran kesehatan antar generasi dan kelompok usia.,Publikasi,"3 (set tabel, laporan, buklet)",RB Tematik 4. Kesehatan_,tw1,"Penyusunan neraca, laporan, dan buklet Neraca Transfer Nasional  (National Transfer Accounts/NTA) 2024"
Direktorat Neraca Pengeluaran,Terwujudnya data dan laporan statistik eksperimental Neraca Transfer Nasional (National Transfer Accounts/NTA) 2024 sebagai landasan analisis distribusi pengeluaran kesehatan antar generasi dan kelompok usia.,Publikasi,"3 (set tabel, laporan, buklet)",RB Tematik 4. Kesehatan_,tw2,"Penguatan pengambilan keputusan berbasis data untuk
peningkatan mutu layanan"
Direktorat Neraca Pengeluaran,Terwujudnya data dan laporan statistik eksperimental Neraca Transfer Nasional (National Transfer Accounts/NTA) 2024 sebagai landasan analisis distribusi pengeluaran kesehatan antar generasi dan kelompok usia.,Publikasi,"3 (set tabel, laporan, buklet)",RB Tematik 4. Kesehatan_,tw3,Publikasi
Direktorat Neraca Pengeluaran,Terwujudnya data dan laporan statistik eksperimental Neraca Transfer Nasional (National Transfer Accounts/NTA) 2024 sebagai landasan analisis distribusi pengeluaran kesehatan antar generasi dan kelompok usia.,Publikasi,"3 (set tabel, laporan, buklet)",RB Tematik 4. Kesehatan_,tw4,"3 (set tabel, laporan, buklet)"
Direktorat Statistik Kependudukan dan Tenaga Kerja,"Terlaksananya serangkaian kegiatan dan penyediaan laporan estimasi lima indikator fertilitas dan mortalitas hasil SAE yang komprehensif, akurat, dan terperinci hingga level kabupaten/kota sebagai landasan analisis demografi untuk mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan, guna mendukung pencapaian target SDGs bidang kesehatan secara merata dan berkelanjutan di seluruh wilayah Indonesia.",Laporan hasil penghitungan lima indikator fertilitas dan mortalitas hasil SAE,1,RB Tematik 4. Kesehatan_,tw1,"1. Tinjauan literatur dan kajian metodologi SAE;
2. Evaluasi dan pengumpulan sumber data yang akan digunakan, mencakup data survei, sensus, maupun data administrasi relevan pada level provinsi dan kabupaten/kota;
3. Pemodelan
4. Evaluasi
5. Analisis hasil"
Direktorat Statistik Kependudukan dan Tenaga Kerja,"Terlaksananya serangkaian kegiatan dan penyediaan laporan estimasi lima indikator fertilitas dan mortalitas hasil SAE yang komprehensif, akurat, dan terperinci hingga level kabupaten/kota sebagai landasan analisis demografi untuk mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan, guna mendukung pencapaian target SDGs bidang kesehatan secara merata dan berkelanjutan di seluruh wilayah Indonesia.",Laporan hasil penghitungan lima indikator fertilitas dan mortalitas hasil SAE,1,RB Tematik 4. Kesehatan_,tw2,"Penguatan pengambilan keputusan berbasis data untuk
peningkatan mutu layanan"
Direktorat Statistik Kependudukan dan Tenaga Kerja,"Terlaksananya serangkaian kegiatan dan penyediaan laporan estimasi lima indikator fertilitas dan mortalitas hasil SAE yang komprehensif, akurat, dan terperinci hingga level kabupaten/kota sebagai landasan analisis demografi untuk mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan, guna mendukung pencapaian target SDGs bidang kesehatan secara merata dan berkelanjutan di seluruh wilayah Indonesia.",Laporan hasil penghitungan lima indikator fertilitas dan mortalitas hasil SAE,1,RB Tematik 4. Kesehatan_,tw3,Laporan SAE lima indikator
Direktorat Statistik Kependudukan dan Tenaga Kerja,"Terlaksananya serangkaian kegiatan dan penyediaan laporan estimasi lima indikator fertilitas dan mortalitas hasil SAE yang komprehensif, akurat, dan terperinci hingga level kabupaten/kota sebagai landasan analisis demografi untuk mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan, guna mendukung pencapaian target SDGs bidang kesehatan secara merata dan berkelanjutan di seluruh wilayah Indonesia.",Laporan hasil penghitungan lima indikator fertilitas dan mortalitas hasil SAE,1,RB Tematik 4. Kesehatan_,tw4,"1. MMR
2. NMR
3. CPR
4. Unmet need
5. ASFR 10-14"
Direktorat Statistik Kesejahteraan Rakyat,"Terwujudnya data dan analisis indikator kesehatan hasil Susenas yang teraktual, komprehensif, dan terintregasi sebagai landasan pengukuran capaian pembangunan kesehatan nasional, guna mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan.",Jumlah set data dan analisis indikator kesehatan,1,RB Tematik 4. Kesehatan_,tw1,Melakukan Penyusunan publikasi statistik kesehatan hasil Susenas 2025
Direktorat Statistik Kesejahteraan Rakyat,"Terwujudnya hasil identifikasi indikator-indikator kesehatan pencegahan dan penanganan TBC dan Stunting yang komprehensif dan terintragasi lintas kementerian/lembaga guna mendukung perumusan kebijakan program pembangunan nasional pencegahan dan penurunan TBC dan Stunting yang berbasis data, tepat sasaran, dan berkelanjutan di seluruh wilayah Indonesia.",Daftar data yang dibutuhkan untuk pencegahan dan penanganan TBC dan Stunting,100,RB Tematik 4. Kesehatan_,tw1,"1. Pelaksanaan koordinasi dan konsultasi dengan Kementerian Kesehatan, Kemenko PMK, dan K/L terkait lainnya dalam rangka penyelarasan kebutuhan data indikator TBC dan Stunting
2. Penyusunan daftar indikator kesehatan prioritas yang dibutuhkan untuk pencegahan dan penanganan TBC dan Stunting berdasarkan hasil koordinasi lintas K/L"
Direktorat Statistik Kesejahteraan Rakyat,Terwujudnya pemadanan data tenaga kesehatan dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif dan terintegrasi sebagai landasan pemetaan kondisi sosial ekonomi tenaga kesehatan nasional,Data tenaga kesehatan yang mendapatkan bantuan perumahan,1,RB Tematik 4. Kesehatan_,tw1,"1. Pelaksanaan pemadanan (matching) data tenaga kesehatan dengan data DTSEN mencakup informasi perumahan dan status ekonomi
2. Penyusunan laporan hasil pemadanan data tenaga kesehatan dengan DTSEN sebagai bahan perumusan kebijakan kesejahteraan tenaga kesehatan berbasis data"
Direktorat Statistik Kesejahteraan Rakyat,"Tersedianya data JKN yang terpadu dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif, termutakhir, dan terintegrasi sebagai landasan analisis cakupan jaminan kesehatan nasional, guna mendukung perumusan kebijakan perluasan program Universal Health Coverage (UHC) yang merata, berbasis bukti, dan tepat sasaran.",Data JKN (BPJS) dengan indikator sosek,1,RB Tematik 4. Kesehatan_,tw1,"Pelaksanaan pemadanan (matching) data JKN dengan DTSEN beserta indikator sosial ekonomi terkait dan
Pemutakhiran hasil pemadanan data JKN dengan DTSEN secara berkala."
Direktorat Statistik Kesejahteraan Rakyat,"Terwujudnya data dan analisis indikator kesehatan hasil Susenas yang teraktual, komprehensif, dan terintregasi sebagai landasan pengukuran capaian pembangunan kesehatan nasional, guna mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan.",Jumlah set data dan analisis indikator kesehatan,1,RB Tematik 4. Kesehatan_,tw2,"Penguatan pengambilan keputusan berbasis data untuk
peningkatan mutu layanan"
Direktorat Statistik Kesejahteraan Rakyat,"Terwujudnya hasil identifikasi indikator-indikator kesehatan pencegahan dan penanganan TBC dan Stunting yang komprehensif dan terintragasi lintas kementerian/lembaga guna mendukung perumusan kebijakan program pembangunan nasional pencegahan dan penurunan TBC dan Stunting yang berbasis data, tepat sasaran, dan berkelanjutan di seluruh wilayah Indonesia.",Daftar data yang dibutuhkan untuk pencegahan dan penanganan TBC dan Stunting,100,RB Tematik 4. Kesehatan_,tw2,"1. Penguatan pengambilan keputusan berbasis data untuk
peningkatan mutu layanan

2. Penguatan interoperabilitas data kesehatan antar unit layanan dan
antar tingkatan pemerintahan."
Direktorat Statistik Kesejahteraan Rakyat,Terwujudnya pemadanan data tenaga kesehatan dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif dan terintegrasi sebagai landasan pemetaan kondisi sosial ekonomi tenaga kesehatan nasional,Data tenaga kesehatan yang mendapatkan bantuan perumahan,1,RB Tematik 4. Kesehatan_,tw2,"1. Penguatan interoperabilitas data kesehatan antar unit layanan dan antar tingkatan pemerintahan

2.Penguatan pengambilan keputusan berbasis data untuk peningkatan mutu layanan"
Direktorat Statistik Kesejahteraan Rakyat,"Tersedianya data JKN yang terpadu dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif, termutakhir, dan terintegrasi sebagai landasan analisis cakupan jaminan kesehatan nasional, guna mendukung perumusan kebijakan perluasan program Universal Health Coverage (UHC) yang merata, berbasis bukti, dan tepat sasaran.",Data JKN (BPJS) dengan indikator sosek,1,RB Tematik 4. Kesehatan_,tw2,"1. Penguatan interoperabilitas data kesehatan antar unit layanan dan antar tingkatan pemerintahan

2.Penguatan pengambilan keputusan berbasis data untuk peningkatan mutu layanan"
Direktorat Statistik Kesejahteraan Rakyat,"Terwujudnya data dan analisis indikator kesehatan hasil Susenas yang teraktual, komprehensif, dan terintregasi sebagai landasan pengukuran capaian pembangunan kesehatan nasional, guna mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan.",Jumlah set data dan analisis indikator kesehatan,1,RB Tematik 4. Kesehatan_,tw3,"Buku



Publikasi"
Direktorat Statistik Kesejahteraan Rakyat,"Terwujudnya hasil identifikasi indikator-indikator kesehatan pencegahan dan penanganan TBC dan Stunting yang komprehensif dan terintragasi lintas kementerian/lembaga guna mendukung perumusan kebijakan program pembangunan nasional pencegahan dan penurunan TBC dan Stunting yang berbasis data, tepat sasaran, dan berkelanjutan di seluruh wilayah Indonesia.",Daftar data yang dibutuhkan untuk pencegahan dan penanganan TBC dan Stunting,100,RB Tematik 4. Kesehatan_,tw3,Persen
Direktorat Statistik Kesejahteraan Rakyat,Terwujudnya pemadanan data tenaga kesehatan dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif dan terintegrasi sebagai landasan pemetaan kondisi sosial ekonomi tenaga kesehatan nasional,Data tenaga kesehatan yang mendapatkan bantuan perumahan,1,RB Tematik 4. Kesehatan_,tw3,laporan/data
Direktorat Statistik Kesejahteraan Rakyat,"Tersedianya data JKN yang terpadu dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif, termutakhir, dan terintegrasi sebagai landasan analisis cakupan jaminan kesehatan nasional, guna mendukung perumusan kebijakan perluasan program Universal Health Coverage (UHC) yang merata, berbasis bukti, dan tepat sasaran.",Data JKN (BPJS) dengan indikator sosek,1,RB Tematik 4. Kesehatan_,tw3,Data
Direktorat Statistik Kesejahteraan Rakyat,"Terwujudnya data dan analisis indikator kesehatan hasil Susenas yang teraktual, komprehensif, dan terintregasi sebagai landasan pengukuran capaian pembangunan kesehatan nasional, guna mendukung perumusan kebijakan peningkatan kualitas dan akses layanan kesehatan.",Jumlah set data dan analisis indikator kesehatan,1,RB Tematik 4. Kesehatan_,tw4, 
Direktorat Statistik Kesejahteraan Rakyat,"Terwujudnya hasil identifikasi indikator-indikator kesehatan pencegahan dan penanganan TBC dan Stunting yang komprehensif dan terintragasi lintas kementerian/lembaga guna mendukung perumusan kebijakan program pembangunan nasional pencegahan dan penurunan TBC dan Stunting yang berbasis data, tepat sasaran, dan berkelanjutan di seluruh wilayah Indonesia.",Daftar data yang dibutuhkan untuk pencegahan dan penanganan TBC dan Stunting,100,RB Tematik 4. Kesehatan_,tw4,Persentase kegiatan koordinasi dalam rangka identifikasi kebutuhan data untuk pencegahan dan penanganan TBC dan Stunting
Direktorat Statistik Kesejahteraan Rakyat,Terwujudnya pemadanan data tenaga kesehatan dengan data sosial ekonomi yang tersedia di DTSEN secara komprehensif dan terintegrasi sebagai landasan pemetaan kondisi sosial ekonomi tenaga kesehatan nasional,Data tenaga kesehatan yang mendapatkan bantuan perumahan,1,RB Tematik 4. Kesehatan_,tw4,Data tenaga kesehatan yang mendapatkan bantuan perumahan
